concept id	name	element file id
FMA67135	anatomical structure	FJ1446M
FMA62955	anatomical entity	FJ3158
FMA61965	fornix of forebrain	FJ1756
FMA62955	anatomical entity	FJ3216
FMA7474	long bone	FJ3346
FMA5018	bone organ	FJ3225
FMA49893	coronary artery	FJ2668
FMA67165	material anatomical entity	FJ3167
FMA61775	physical anatomical entity	FJ1487M
FMA8039	left third rib	FJ3230
FMA5018	bone organ	FJ3161
FMA67619	organ region	FJ2679
FMA52676	right anterior ethmoidal nerve	FJ1333
FMA67396	articular disk of symphysis	FJ3216
FMA68045	segment of thoracic aorta	FJ3413
FMA67498	organ	FJ3203
FMA67135	anatomical structure	FJ3336
FMA62955	anatomical entity	FJ2295
FMA9621	muscle of upper limb	FJ1459M
FMA5018	bone organ	FJ3227
FMA9921	lumbar vertebra	FJ3168
FMA22474	muscle of posterior compartment of leg	FJ1437
FMA9139	thoracic vertebra	FJ3175
FMA9914	vertebra	FJ3154
FMA22471	muscle of leg	FJ1437M
FMA55673	organ with cavitated organ parts	FJ3275
FMA61775	physical anatomical entity	FJ1399
FMA62955	anatomical entity	FJ3217
FMA86187	segment of arterial tree organ	FJ2983
FMA67165	material anatomical entity	FJ2421
FMA32672	sesamoid bone	FJ3275
FMA61775	physical anatomical entity	FJ3171
FMA67165	material anatomical entity	FJ3262
FMA71209	tributary of axillary vein	FJ2272
FMA45856	right puborectalis	FJ2551
FMA55670	solid organ	FJ1436
FMA34696	sternocostal part of pectoralis major	FJ1464M
FMA13398	right serratus anterior	FJ1459
FMA55268	organ zone	FJ1478
FMA67135	anatomical structure	FJ1436
FMA22315	gluteus medius	FJ1419
FMA61775	physical anatomical entity	FJ2260
FMA7477	irregular bone	FJ3177
FMA55673	organ with cavitated organ parts	FJ3237
FMA67135	anatomical structure	FJ1762
FMA62955	anatomical entity	FJ2894
FMA62955	anatomical entity	FJ1528
FMA8663	right posterior segmental vein	FJ3025
FMA86187	segment of arterial tree organ	FJ3000
FMA5018	bone organ	FJ3159
FMA66644	systemic vein	FJ3609
FMA38928	right rectus femoris	FJ1433
FMA7474	long bone	FJ3336
FMA7477	irregular bone	FJ3392
FMA34678	acromial part of deltoid	FJ1467
FMA67135	anatomical structure	FJ3282
FMA65410	intermediate tendon	FJ1581
FMA61775	physical anatomical entity	FJ1433M
FMA67135	anatomical structure	FJ2658
FMA62955	anatomical entity	FJ3084
FMA55673	organ with cavitated organ parts	FJ3260
FMA67165	material anatomical entity	FJ3281
FMA67165	material anatomical entity	FJ3260
FMA62955	anatomical entity	FJ3110
FMA65539	subdivision of parasympathetic nervous system	FJ1319
FMA67165	material anatomical entity	FJ1667
FMA67165	material anatomical entity	FJ3265
FMA67396	articular disk of symphysis	FJ3208
FMA25625	nonskeletal ligament	FJ2797
FMA67498	organ	FJ1547M
FMA61775	physical anatomical entity	FJ1454M
FMA58274	muscle of trunk	FJ1452M
FMA82472	cardinal organ part	FJ1443M
FMA7477	irregular bone	FJ3173
FMA67619	organ region	FJ3091
FMA23466	ulna	FJ3286
FMA62955	anatomical entity	FJ3154
FMA82472	cardinal organ part	FJ1680M
FMA62955	anatomical entity	FJ3204
FMA31739	segment of bronchial tree	FJ2444
FMA55670	solid organ	FJ3224
FMA9621	muscle of upper limb	FJ1487M
FMA22460	left adductor magnus	FJ1403M
FMA10446	intervertebral disk	FJ3206
FMA67165	material anatomical entity	FJ3191
FMA62955	anatomical entity	FJ3272
FMA62955	anatomical entity	FJ3336
FMA55673	organ with cavitated organ parts	FJ3272
FMA62955	anatomical entity	FJ3009
FMA55670	solid organ	FJ3214
FMA55268	organ zone	FJ1444M
FMA43908	left anterior tibial recurrent artery	FJ2066
FMA55670	solid organ	FJ1563
FMA55673	organ with cavitated organ parts	FJ3362
FMA52745	nasal bone	FJ3378
FMA67135	anatomical structure	FJ1554
FMA55673	organ with cavitated organ parts	FJ3334
FMA32529	zone of trapezius	FJ1554
FMA67165	material anatomical entity	FJ3344
FMA67135	anatomical structure	FJ3160
FMA67619	organ region	FJ1395M
FMA10474	zone of muscle organ	FJ1513M
FMA55665	nonparenchymatous organ	FJ3205
FMA31739	segment of bronchial tree	FJ2526
FMA55673	organ with cavitated organ parts	FJ3288
FMA55671	cavitated organ	FJ3172
FMA62955	anatomical entity	FJ1433
FMA61775	physical anatomical entity	FJ1446M
FMA67619	organ region	FJ1444M
FMA66645	portal vein	FJ3111
FMA86140	organ segment	FJ2167
FMA67165	material anatomical entity	FJ1394
FMA62955	anatomical entity	FJ1437M
FMA82472	cardinal organ part	FJ1717M
FMA50639	precommunicating part of right posterior cerebral artery	FJ1723
FMA67135	anatomical structure	FJ3275
FMA78049	subdivision of inferior vena caval tree	FJ2107
FMA22937	tributary of brachial vein	FJ2238
FMA78049	subdivision of inferior vena caval tree	FJ3513
FMA10446	intervertebral disk	FJ3216
FMA13502	intervertebral disk of fifth thoracic vertebra	FJ3204
FMA37697	lateral head of right triceps brachii	FJ1477
FMA67498	organ	FJ2762
FMA37693	medial head of triceps brachii	FJ1480M
FMA55268	organ zone	FJ1467M
FMA67619	organ region	FJ1477
FMA61775	physical anatomical entity	FJ1386
FMA7574	rib	FJ3347
FMA10474	zone of muscle organ	FJ1442
FMA67135	anatomical structure	FJ1478M
FMA55673	organ with cavitated organ parts	FJ3314
FMA67135	anatomical structure	FJ1830
FMA67165	material anatomical entity	FJ1479M
FMA55268	organ zone	FJ1394M
FMA67498	organ	FJ3273
FMA67135	anatomical structure	FJ3378
FMA37368	muscle of free lower limb	FJ1411M
FMA45729	head of organ	FJ1395
FMA67619	organ region	FJ1521M
FMA62955	anatomical entity	FJ1459
FMA37368	muscle of free lower limb	FJ1437M
FMA70470	subdivision of splenic artery	FJ3430
FMA62955	anatomical entity	FJ1512
FMA10474	zone of muscle organ	FJ1468M
FMA67135	anatomical structure	FJ3262
FMA50720	artery	FJ1666
FMA53647	right nasal bone	FJ3378
FMA61775	physical anatomical entity	FJ3220
FMA14769	hepatic artery	FJ3091
FMA45956	medial head of gastrocnemius	FJ1397
FMA68045	segment of thoracic aorta	FJ1931
FMA67135	anatomical structure	FJ3154
FMA67619	organ region	FJ1443
FMA67165	material anatomical entity	FJ3219
FMA62955	anatomical entity	FJ3371
FMA22917	tributary of venous anastomosis	FJ2355
FMA23084	lumbar rotator	FJ1522
FMA5018	bone organ	FJ3269
FMA61775	physical anatomical entity	FJ3203
FMA67165	material anatomical entity	FJ1513M
FMA67135	anatomical structure	FJ3364
FMA62955	anatomical entity	FJ1455
FMA83143	cell part cluster of neuraxis	FJ1756
FMA86140	organ segment	FJ3475
FMA61775	physical anatomical entity	FJ3286
FMA50722	region of vascular tree organ	FJ2737
FMA9411	segmental pulmonary vein	FJ3065
FMA9915	cervical vertebra	FJ3172
FMA55268	organ zone	FJ1478M
FMA62955	anatomical entity	FJ3334
FMA61775	physical anatomical entity	FJ1924
FMA7477	irregular bone	FJ3170
FMA82472	cardinal organ part	FJ1464M
FMA67135	anatomical structure	FJ3174
FMA67498	organ	FJ1437M
FMA67135	anatomical structure	FJ3617
FMA9411	segmental pulmonary vein	FJ3047
FMA82472	cardinal organ part	FJ2927
FMA14773	splenic artery	FJ2562
FMA32516	extrinsic muscle of shoulder	FJ1459
FMA86188	segment of venous tree organ	FJ3577
FMA62955	anatomical entity	FJ3347
FMA10474	zone of muscle organ	FJ1443M
FMA62955	anatomical entity	FJ1468M
FMA14293	tributary of internal thoracic vein	FJ3615
FMA67135	anatomical structure	FJ3639
FMA62955	anatomical entity	FJ3226
FMA67165	material anatomical entity	FJ3203
FMA13321	clavicle	FJ3362
FMA45887	long head of biceps femoris	FJ1395M
FMA22799	branch of ulnar artery	FJ2236
FMA62955	anatomical entity	FJ3356
FMA67165	material anatomical entity	FJ1467
FMA44248	long plantar ligament	FJ1424M
FMA67619	organ region	FJ1520
FMA85453	head of muscle organ	FJ1444M
FMA67135	anatomical structure	FJ3289
FMA55670	solid organ	FJ3208
FMA7475	short bone	FJ3385
FMA67165	material anatomical entity	FJ3205
FMA67135	anatomical structure	FJ2525
FMA55673	organ with cavitated organ parts	FJ3393
FMA45729	head of organ	FJ1512
FMA67619	organ region	FJ2209
FMA5018	bone organ	FJ3366
FMA50722	region of vascular tree organ	FJ2373
FMA67498	organ	FJ3209
FMA50723	vein	FJ2265
FMA9139	thoracic vertebra	FJ3163
FMA7592	true rib	FJ3231
FMA67135	anatomical structure	FJ3172
FMA67165	material anatomical entity	FJ2475
FMA61775	physical anatomical entity	FJ3277
FMA67165	material anatomical entity	FJ2486
FMA45874	abdominal part of right pectoralis major	FJ1446
FMA7409	bronchus	FJ2450
FMA67165	material anatomical entity	FJ3226
FMA55665	nonparenchymatous organ	FJ1431
FMA67619	organ region	FJ1883
FMA67135	anatomical structure	FJ3375
FMA61775	physical anatomical entity	FJ2800
FMA45729	head of organ	FJ1479M
FMA62955	anatomical entity	FJ2788
FMA82472	cardinal organ part	FJ2041
FMA67135	anatomical structure	FJ1477
FMA55665	nonparenchymatous organ	FJ3221
FMA8642	left superior segmental artery	FJ2894
FMA67619	organ region	FJ1478M
FMA55671	cavitated organ	FJ3384
FMA38485	brachioradialis	FJ1487M
FMA61775	physical anatomical entity	FJ2457
FMA45729	head of organ	FJ1397
FMA22779	right spinalis thoracis	FJ1544
FMA61775	physical anatomical entity	FJ3290
FMA55670	solid organ	FJ3202
FMA55665	nonparenchymatous organ	FJ1418
FMA12519	atlas	FJ3176
FMA62955	anatomical entity	FJ3231
FMA7574	rib	FJ3332
FMA55673	organ with cavitated organ parts	FJ3342
FMA62955	anatomical entity	FJ3288
FMA55673	organ with cavitated organ parts	FJ3166
FMA61775	physical anatomical entity	FJ3156
FMA45881	head of biceps femoris	FJ1395
FMA55670	solid organ	FJ3216
FMA67135	anatomical structure	FJ3290
FMA67135	anatomical structure	FJ1487
FMA67165	material anatomical entity	FJ1439
FMA55671	cavitated organ	FJ3272
FMA75865	trunk of branch of internal carotid artery	FJ1718
FMA67135	anatomical structure	FJ3235
FMA55671	cavitated organ	FJ3394
FMA24492	metatarsal bone	FJ3241
FMA62955	anatomical entity	FJ3155
FMA55268	organ zone	FJ2628
FMA52746	palatine bone	FJ3273
FMA62955	anatomical entity	FJ1437
FMA55665	nonparenchymatous organ	FJ3206
FMA67135	anatomical structure	FJ3395
FMA85453	head of muscle organ	FJ1477
FMA13504	intervertebral disk of seventh thoracic vertebra	FJ3206
FMA67498	organ	FJ3208
FMA10455	intervertebral disk of thoracic vertebra	FJ3206
FMA14343	right suprarenal vein	FJ3580
FMA55665	nonparenchymatous organ	FJ3224
FMA82472	cardinal organ part	FJ1468
FMA55107	cartilage organ	FJ3217
FMA7474	long bone	FJ3181
FMA62955	anatomical entity	FJ1394M
FMA67165	material anatomical entity	FJ3334
FMA7593	typical rib	FJ3338
FMA67498	organ	FJ1439M
FMA55268	organ zone	FJ1479M
FMA76582	trunk of hepatic artery	FJ3095
FMA50736	subdivision of pre-hepatic portal vein	FJ3639
FMA66464	systemic artery	FJ1715M
FMA61775	physical anatomical entity	FJ1711M
FMA83115	cell part cluster	FJ1821
FMA62955	anatomical entity	FJ1399
FMA67135	anatomical structure	FJ1468
FMA43885	adductor minimus	FJ1404M
FMA82472	cardinal organ part	FJ3122
FMA22431	vastus lateralis	FJ1442M
FMA49907	pulmonary venous tree organ	FJ2950
FMA62955	anatomical entity	FJ3265
FMA61775	physical anatomical entity	FJ3233
FMA67619	organ region	FJ2041
FMA61775	physical anatomical entity	FJ2428
FMA55671	cavitated organ	FJ3157
FMA82472	cardinal organ part	FJ1705M
FMA67498	organ	FJ3204
FMA62955	anatomical entity	FJ3275
FMA61775	physical anatomical entity	FJ3154
FMA67135	anatomical structure	FJ3391
FMA55673	organ with cavitated organ parts	FJ3388
FMA67498	organ	FJ3332
FMA55671	cavitated organ	FJ3225
FMA45891	short head of right biceps femoris	FJ1444
FMA9622	muscle of lower limb	FJ1437M
FMA32582	posterior suboccipital muscle	FJ1589
FMA55671	cavitated organ	FJ3289
FMA61775	physical anatomical entity	FJ2556
FMA86140	organ segment	FJ3586
FMA7474	long bone	FJ3228
FMA37347	muscle of pectoral girdle	FJ1456
FMA18902	iliolumbar vein	FJ3603
FMA7574	rib	FJ3235
FMA9914	vertebra	FJ3161
FMA67135	anatomical structure	FJ3346
FMA67165	material anatomical entity	FJ2638
FMA55268	organ zone	FJ1468M
FMA62955	anatomical entity	FJ1479
FMA55671	cavitated organ	FJ3154
FMA61775	physical anatomical entity	FJ2701
FMA22472	muscle of anterior compartment of leg	FJ1406M
FMA67135	anatomical structure	FJ3051
FMA62955	anatomical entity	FJ3174
FMA9915	cervical vertebra	FJ3177
FMA55671	cavitated organ	FJ3263
FMA67165	material anatomical entity	FJ3216
FMA67619	organ region	FJ1446
FMA62955	anatomical entity	FJ1512M
FMA5018	bone organ	FJ3236
FMA7620	second rib	FJ3229
FMA62955	anatomical entity	FJ1468
FMA67396	articular disk of symphysis	FJ3212
FMA67135	anatomical structure	FJ1718
FMA9622	muscle of lower limb	FJ1403
FMA61775	physical anatomical entity	FJ3060
FMA10059	eleventh thoracic vertebra	FJ3155
FMA61775	physical anatomical entity	FJ3164
FMA67165	material anatomical entity	FJ3371
FMA61775	physical anatomical entity	FJ3231
FMA67165	material anatomical entity	FJ2212
FMA68238	basal segmental bronchial tree	FJ2494
FMA50720	artery	FJ2905
FMA67135	anatomical structure	FJ1799
FMA67165	material anatomical entity	FJ1801
FMA82472	cardinal organ part	FJ2893
FMA55268	organ zone	FJ1480
FMA67135	anatomical structure	FJ3288
FMA22558	right soleus	FJ1437
FMA61775	physical anatomical entity	FJ1441M
FMA70345	subdivision of subclavian artery	FJ1969
FMA52735	occipital bone	FJ3309
FMA86187	segment of arterial tree organ	FJ2721
FMA67165	material anatomical entity	FJ1675M
FMA67135	anatomical structure	FJ3228
FMA62955	anatomical entity	FJ3378
FMA7474	long bone	FJ3234
FMA82472	cardinal organ part	FJ2475
FMA9622	muscle of lower limb	FJ1436M
FMA67135	anatomical structure	FJ3542
FMA45729	head of organ	FJ1444M
FMA13396	left scapula	FJ3279
FMA53650	left maxilla	FJ3269
FMA67619	organ region	FJ2492
FMA67619	organ region	FJ3459
FMA61775	physical anatomical entity	FJ3347
FMA22542	soleus	FJ1437
FMA67498	organ	FJ3394
FMA55670	solid organ	FJ3222
FMA67135	anatomical structure	FJ3209
FMA67135	anatomical structure	FJ1456M
FMA13508	intervertebral disk of eleventh thoracic vertebra	FJ3210
FMA30313	arterial trunk	FJ3644
FMA62955	anatomical entity	FJ3227
FMA50488	posterior parietal artery	FJ1716
FMA55665	nonparenchymatous organ	FJ3210
FMA67135	anatomical structure	FJ1467
FMA67396	articular disk of symphysis	FJ3223
FMA9622	muscle of lower limb	FJ1389
FMA62955	anatomical entity	FJ1418
FMA62955	anatomical entity	FJ2613
FMA7474	long bone	FJ3236
FMA62955	anatomical entity	FJ1778
FMA55268	organ zone	FJ1397
FMA62955	anatomical entity	FJ2394
FMA67135	anatomical structure	FJ1388M
FMA62955	anatomical entity	FJ1467
FMA55665	nonparenchymatous organ	FJ1439
FMA9613	parietal bone	FJ3274
FMA67165	material anatomical entity	FJ1383
FMA50722	region of vascular tree organ	FJ2066
FMA67135	anatomical structure	FJ2256
FMA67498	organ	FJ3315
FMA69458	subdivision of external iliac artery	FJ2069
FMA5018	bone organ	FJ3152
FMA55670	solid organ	FJ1487
FMA62955	anatomical entity	FJ1480M
FMA24487	left patella	FJ3275
FMA82472	cardinal organ part	FJ1479
FMA86187	segment of arterial tree organ	FJ2214
FMA10455	intervertebral disk of thoracic vertebra	FJ3208
FMA78049	subdivision of inferior vena caval tree	FJ2171
FMA67135	anatomical structure	FJ3164
FMA67165	material anatomical entity	FJ3395
FMA20221	zone of cavernous organ	FJ3132
FMA50720	artery	FJ2236
FMA67135	anatomical structure	FJ1405
FMA67135	anatomical structure	FJ3162
FMA86187	segment of arterial tree organ	FJ2081
FMA5018	bone organ	FJ3275
FMA67135	anatomical structure	FJ1446
FMA32884	phalanx of big toe	FJ3329
FMA67135	anatomical structure	FJ3309
FMA67165	material anatomical entity	FJ3288
FMA13397	serratus anterior	FJ1459
FMA82472	cardinal organ part	FJ1477
FMA62955	anatomical entity	FJ1449M
FMA7592	true rib	FJ3228
FMA55665	nonparenchymatous organ	FJ3218
FMA86140	organ segment	FJ2276
FMA67135	anatomical structure	FJ1480M
FMA8445	right tenth rib	FJ3330
FMA55665	nonparenchymatous organ	FJ3203
FMA23901	third metacarpal bone	FJ3354
FMA67135	anatomical structure	FJ3224
FMA55671	cavitated organ	FJ3269
FMA7593	typical rib	FJ3233
FMA61775	physical anatomical entity	FJ3202
FMA82472	cardinal organ part	FJ1670
FMA13354	intercostal muscle	FJ1454M
FMA67165	material anatomical entity	FJ3230
FMA72688	left inferior temporal gyrus	FJ1746
FMA7957	right fourth rib	FJ3340
FMA7574	rib	FJ3234
FMA67165	material anatomical entity	FJ3545
FMA67396	articular disk of symphysis	FJ3210
FMA23083	thoracic rotator	FJ1525
FMA67165	material anatomical entity	FJ2796
FMA67165	material anatomical entity	FJ2276
FMA45729	head of organ	FJ1480
FMA62955	anatomical entity	FJ2698
FMA62955	anatomical entity	FJ3207
FMA67619	organ region	FJ1441
FMA22427	muscle of posterior compartment of thigh	FJ1436
FMA67498	organ	FJ3170
FMA55673	organ with cavitated organ parts	FJ3381
FMA67165	material anatomical entity	FJ3348
FMA61775	physical anatomical entity	FJ1513
FMA55673	organ with cavitated organ parts	FJ3158
FMA62955	anatomical entity	FJ2351
FMA62955	anatomical entity	FJ3234
FMA55670	solid organ	FJ3206
FMA85453	head of muscle organ	FJ1447
FMA10951	inferior vena cava	FJ3441
FMA13895	intervertebral disk of cervical vertebra	FJ3220
FMA45958	medial head of left gastrocnemius	FJ1397M
FMA61775	physical anatomical entity	FJ1394
FMA55688	right upper second secondary premolar tooth	FJ1278
FMA61775	physical anatomical entity	FJ3163
FMA62955	anatomical entity	FJ3236
FMA62955	anatomical entity	FJ3277
FMA12516	tooth	FJ1267
FMA67135	anatomical structure	FJ1437
FMA61775	physical anatomical entity	FJ2710
FMA62955	anatomical entity	FJ1446
FMA86188	segment of venous tree organ	FJ3030
FMA68214	medial segmental bronchial tree	FJ2508
FMA76269	branch of basilar artery	FJ1691
FMA5022	muscle organ	FJ1429
FMA43907	right anterior tibial recurrent artery	FJ2131
FMA12846	cardiac vein	FJ2705
FMA61775	physical anatomical entity	FJ1794
FMA86187	segment of arterial tree organ	FJ3476
FMA67619	organ region	FJ1660M
FMA25058	intervertebral disk of axis	FJ3202
FMA62955	anatomical entity	FJ1521M
FMA67396	articular disk of symphysis	FJ3209
FMA66464	systemic artery	FJ3499
FMA61775	physical anatomical entity	FJ2658
FMA70484	segment of renal artery	FJ3473
FMA9914	vertebra	FJ3177
FMA61775	physical anatomical entity	FJ1443
FMA76127	trunk of inferior terminal branch of middle cerebral artery	FJ1718
FMA67135	anatomical structure	FJ3171
FMA82472	cardinal organ part	FJ2264
FMA50590	precommunicating part of posterior cerebral artery	FJ1723M
FMA67165	material anatomical entity	FJ1444M
FMA13895	intervertebral disk of cervical vertebra	FJ3213
FMA34690	clavicular part of right pectoralis major	FJ1447
FMA5018	bone organ	FJ3309
FMA61775	physical anatomical entity	FJ2896
FMA13321	clavicle	FJ3237
FMA50720	artery	FJ2919
FMA67619	organ region	FJ2414
FMA82472	cardinal organ part	FJ3518
FMA7592	true rib	FJ3334
FMA67165	material anatomical entity	FJ1461M
FMA7574	rib	FJ3334
FMA22429	zone of quadriceps femoris	FJ1433M
FMA55268	organ zone	FJ1477
FMA55673	organ with cavitated organ parts	FJ3375
FMA62955	anatomical entity	FJ1442M
FMA37700	long head of left triceps brachii	FJ1479M
FMA61775	physical anatomical entity	FJ3269
FMA45890	short head of biceps femoris	FJ1444
FMA61775	physical anatomical entity	FJ3221
FMA86140	organ segment	FJ2316
FMA55268	organ zone	FJ1447M
FMA67135	anatomical structure	FJ3233
FMA67498	organ	FJ3205
FMA62955	anatomical entity	FJ1481
FMA3895	circumflex branch of left coronary artery	FJ2650
FMA67396	articular disk of symphysis	FJ3214
FMA61775	physical anatomical entity	FJ3336
FMA8717	anterior basal segmental artery	FJ2886
FMA67165	material anatomical entity	FJ1415M
FMA67498	organ	FJ3259
FMA67165	material anatomical entity	FJ1477M
FMA30320	duct	FJ1896
FMA67396	articular disk of symphysis	FJ3215
FMA22917	tributary of venous anastomosis	FJ2351
FMA62955	anatomical entity	FJ3287
FMA5018	bone organ	FJ3394
FMA67498	organ	FJ3375
FMA62955	anatomical entity	FJ1403
FMA23914	phalanx of finger	FJ3297
FMA10455	intervertebral disk of thoracic vertebra	FJ3207
FMA67619	organ region	FJ1513M
FMA23889	carpal bone	FJ3276
FMA64922	gluteal muscle	FJ1418M
FMA7595	floating rib	FJ3332
FMA55671	cavitated organ	FJ3387
FMA67619	organ region	FJ1442
FMA23467	right ulna	FJ3391
FMA67135	anatomical structure	FJ2545
FMA50722	region of vascular tree organ	FJ1967
FMA10474	zone of muscle organ	FJ2781
FMA8534	left twelfth rib	FJ3227
FMA67135	anatomical structure	FJ2995
FMA62955	anatomical entity	FJ3386
FMA67135	anatomical structure	FJ3232
FMA16586	right hip bone	FJ3152
FMA61775	physical anatomical entity	FJ3219
FMA24481	left fibula	FJ3260
FMA50722	region of vascular tree organ	FJ3653
FMA22429	zone of quadriceps femoris	FJ1442
FMA10455	intervertebral disk of thoracic vertebra	FJ3209
FMA61775	physical anatomical entity	FJ1480
FMA7474	long bone	FJ3227
FMA45956	medial head of gastrocnemius	FJ1397M
FMA67135	anatomical structure	FJ3330
FMA67165	material anatomical entity	FJ3338
FMA10474	zone of muscle organ	FJ1442M
FMA67135	anatomical structure	FJ3227
FMA86187	segment of arterial tree organ	FJ1717
FMA82472	cardinal organ part	FJ1711
FMA34676	zone of deltoid	FJ1467
FMA70506	subdivision of internal carotid artery	FJ1663M
FMA7478	pneumatized bone	FJ3394
FMA32516	extrinsic muscle of shoulder	FJ1459M
FMA22429	zone of quadriceps femoris	FJ1441
FMA55665	nonparenchymatous organ	FJ1544M
FMA53649	right maxilla	FJ3375
FMA61775	physical anatomical entity	FJ3392
FMA45729	head of organ	FJ1480M
FMA50723	vein	FJ2269
FMA45892	short head of left biceps femoris	FJ1444M
FMA7574	rib	FJ3346
FMA67135	anatomical structure	FJ3344
FMA23466	ulna	FJ3391
FMA5018	bone organ	FJ3232
FMA76582	trunk of hepatic artery	FJ3117
FMA67165	material anatomical entity	FJ1394M
FMA67165	material anatomical entity	FJ3315
FMA67498	organ	FJ3361
FMA82472	cardinal organ part	FJ1787
FMA45881	head of biceps femoris	FJ1395M
FMA62955	anatomical entity	FJ2957
FMA32672	sesamoid bone	FJ3381
FMA24478	left tibia	FJ3282
FMA38485	brachioradialis	FJ1487
FMA67619	organ region	FJ3178
FMA55671	cavitated organ	FJ3262
FMA45729	head of organ	FJ1477M
FMA7477	irregular bone	FJ3395
FMA7538	cartilage organ component	FJ3239
FMA55670	solid organ	FJ1472M
FMA61775	physical anatomical entity	FJ3174
FMA55673	organ with cavitated organ parts	FJ3391
FMA67498	organ	FJ3229
FMA67619	organ region	FJ1478
FMA14293	tributary of internal thoracic vein	FJ1988
FMA62955	anatomical entity	FJ1577
FMA7987	left first rib	FJ3228
FMA66464	systemic artery	FJ3584
FMA61775	physical anatomical entity	FJ1512M
FMA5018	bone organ	FJ3174
FMA76259	branch of vertebral artery	FJ1709M
FMA13896	intervertebral disk of third cervical vertebra	FJ3213
FMA67165	material anatomical entity	FJ3295
FMA13322	right clavicle	FJ3362
FMA67165	material anatomical entity	FJ1549M
FMA67135	anatomical structure	FJ2582
FMA9139	thoracic vertebra	FJ3173
FMA55268	organ zone	FJ1446M
FMA55671	cavitated organ	FJ3170
FMA82472	cardinal organ part	FJ1479M
FMA9139	thoracic vertebra	FJ3171
FMA67165	material anatomical entity	FJ3159
FMA55673	organ with cavitated organ parts	FJ3164
FMA67165	material anatomical entity	FJ3175
FMA9617	muscle of neck	FJ2742
FMA7476	flat bone	FJ3152
FMA61775	physical anatomical entity	FJ1512
FMA59088	tarsal plate of lower eyelid	FJ1379
FMA67135	anatomical structure	FJ3348
FMA50391	musculature of subdivision of free upper limb	FJ1511
FMA62955	anatomical entity	FJ1443M
FMA62955	anatomical entity	FJ1442
FMA7477	irregular bone	FJ3154
FMA50720	artery	FJ2308
FMA61775	physical anatomical entity	FJ1397M
FMA7487	body of sternum	FJ3178
FMA62955	anatomical entity	FJ1441
FMA67135	anatomical structure	FJ3393
FMA67135	anatomical structure	FJ3231
FMA55665	nonparenchymatous organ	FJ1569
FMA45950	head of gastrocnemius	FJ1397
FMA62955	anatomical entity	FJ3289
FMA61775	physical anatomical entity	FJ3394
FMA55107	cartilage organ	FJ3222
FMA67498	organ	FJ1459
FMA83115	cell part cluster	FJ1756
FMA67619	organ region	FJ3290
FMA55665	nonparenchymatous organ	FJ2742
FMA7474	long bone	FJ3362
FMA67135	anatomical structure	FJ3159
FMA8515	twelfth rib	FJ3227
FMA15794	tributary of left hepatic vein	FJ3099
FMA67165	material anatomical entity	FJ3362
FMA10446	intervertebral disk	FJ3223
FMA55673	organ with cavitated organ parts	FJ3387
FMA67165	material anatomical entity	FJ2621
FMA61775	physical anatomical entity	FJ1478
FMA16034	intervertebral disk of second lumbar vertebra	FJ3214
FMA82472	cardinal organ part	FJ1394
FMA13336	right external oblique	FJ1452
FMA35193	interosseous membrane of left leg	FJ1392M
FMA55670	solid organ	FJ1355
FMA67135	anatomical structure	FJ3094
FMA62955	anatomical entity	FJ1441M
FMA7474	long bone	FJ3331
FMA61775	physical anatomical entity	FJ1437M
FMA62955	anatomical entity	FJ1528M
FMA72801	anterior part of left superior temporal gyrus	FJ1837
FMA67498	organ	FJ3217
FMA55671	cavitated organ	FJ3173
FMA86188	segment of venous tree organ	FJ2662
FMA67165	material anatomical entity	FJ3152
FMA61775	physical anatomical entity	FJ3494
FMA67165	material anatomical entity	FJ2812
FMA22545	left tibialis anterior	FJ1439M
FMA62955	anatomical entity	FJ1436
FMA9411	segmental pulmonary vein	FJ2953
FMA34682	acromial part of right deltoid	FJ1467
FMA67619	organ region	FJ2969
FMA61775	physical anatomical entity	FJ1520M
FMA67498	organ	FJ3168
FMA55673	organ with cavitated organ parts	FJ3231
FMA61775	physical anatomical entity	FJ1467
FMA67498	organ	FJ3199
FMA67396	articular disk of symphysis	FJ3222
FMA62955	anatomical entity	FJ3381
FMA67165	material anatomical entity	FJ1479
FMA10446	intervertebral disk	FJ3220
FMA67165	material anatomical entity	FJ1742
FMA22544	right tibialis anterior	FJ1439
FMA67135	anatomical structure	FJ2167
FMA8364	right ninth rib	FJ3348
FMA45960	lateral head of right gastrocnemius	FJ1394
FMA61775	physical anatomical entity	FJ3214
FMA38931	left vastus lateralis	FJ1442M
FMA86140	organ segment	FJ3470
FMA22703	iliocostalis thoracis	FJ1528
FMA67135	anatomical structure	FJ3158
FMA67165	material anatomical entity	FJ3163
FMA67498	organ	FJ1379
FMA67135	anatomical structure	FJ1667
FMA37368	muscle of free lower limb	FJ1388M
FMA62955	anatomical entity	FJ3106
FMA67498	organ	FJ3287
FMA67498	organ	FJ3222
FMA7593	typical rib	FJ3342
FMA71860	segment of left hepatic biliary tree	FJ3104
FMA67619	organ region	FJ1521
FMA5018	bone organ	FJ3348
FMA7477	irregular bone	FJ3289
FMA38487	left brachioradialis	FJ1487M
FMA5018	bone organ	FJ3347
FMA61775	physical anatomical entity	FJ1477M
FMA22433	vastus intermedius	FJ1441
FMA67498	organ	FJ3373
FMA62955	anatomical entity	FJ3220
FMA256194	orbital gyrus	FJ1794
FMA67165	material anatomical entity	FJ3155
