concept id	name	element file id
FMA34677	clavicular part of deltoid	FJ1468M
FMA86188	segment of venous tree organ	FJ2213
FMA7474	long bone	FJ3344
FMA55665	nonparenchymatous organ	FJ1587
FMA55665	nonparenchymatous organ	FJ1461
FMA7474	long bone	FJ3233
FMA55268	organ zone	FJ1554
FMA67135	anatomical structure	FJ2317
FMA62955	anatomical entity	FJ3387
FMA67135	anatomical structure	FJ3272
FMA67498	organ	FJ3221
FMA7474	long bone	FJ3347
FMA7474	long bone	FJ3231
FMA55671	cavitated organ	FJ3234
FMA71708	right lobe branch of right hepatic artery	FJ1924
FMA15406	middle colic vein	FJ3543
FMA62955	anatomical entity	FJ1477M
FMA67498	organ	FJ3212
FMA86140	organ segment	FJ2682
FMA67498	organ	FJ1487
FMA67498	organ	FJ3206
FMA67165	material anatomical entity	FJ3342
FMA33531	muscle of shoulder	FJ1459
FMA67165	material anatomical entity	FJ3659
FMA62955	anatomical entity	FJ1436M
FMA70506	subdivision of internal carotid artery	FJ1670
FMA61775	physical anatomical entity	FJ1464M
FMA62955	anatomical entity	FJ2326
FMA67165	material anatomical entity	FJ3333
FMA61775	physical anatomical entity	FJ2414
FMA67135	anatomical structure	FJ1397
FMA7596	atypical rib	FJ3228
FMA67498	organ	FJ3228
FMA55107	cartilage organ	FJ3205
FMA67498	organ	FJ3223
FMA79979	sternocostal part of right pectoralis major	FJ1464
FMA8147	sixth rib	FJ3233
FMA7478	pneumatized bone	FJ3375
FMA5018	bone organ	FJ3342
FMA9914	vertebra	FJ3156
FMA37372	muscle of hand	FJ1482M
FMA67135	anatomical structure	FJ3001
FMA7212	left testis	FJ3138
FMA62955	anatomical entity	FJ1699M
FMA9914	vertebra	FJ3174
FMA61775	physical anatomical entity	FJ3235
FMA82472	cardinal organ part	FJ3103
FMA55673	organ with cavitated organ parts	FJ3234
FMA61775	physical anatomical entity	FJ3204
FMA67165	material anatomical entity	FJ3286
FMA22470	muscle of thigh	FJ1403M
FMA50722	region of vascular tree organ	FJ1675M
FMA55268	organ zone	FJ1442
FMA23463	radius	FJ3277
FMA67498	organ	FJ1402M
FMA78049	subdivision of inferior vena caval tree	FJ2181
FMA67165	material anatomical entity	FJ3386
FMA82472	cardinal organ part	FJ1441M
FMA13410	subclavius	FJ1460
FMA50474	temporo-occipital branch of left middle cerebral artery	FJ1729M
FMA64916	thenar muscle	FJ1483
FMA67165	material anatomical entity	FJ3200
FMA67135	anatomical structure	FJ1914
FMA37458	plantar interosseous of foot	FJ1386M
FMA38933	left vastus medialis	FJ1443M
FMA12523	fifth cervical vertebra	FJ3167
FMA22532	tibialis anterior	FJ1439
FMA66403	anterior interventricular vein	FJ2664
FMA4176	posterior intercostal artery	FJ1950
FMA86187	segment of arterial tree organ	FJ2715
FMA50722	region of vascular tree organ	FJ2712
FMA82472	cardinal organ part	FJ1699
FMA12224	segment of tracheobronchial tree	FJ2503
FMA7477	irregular bone	FJ3171
FMA55671	cavitated organ	FJ3375
FMA55670	solid organ	FJ3217
FMA67135	anatomical structure	FJ1688M
FMA86187	segment of arterial tree organ	FJ2633
FMA22930	tributary of subclavian vein	FJ2265
FMA50720	artery	FJ3007
FMA62955	anatomical entity	FJ3222
FMA20278	muscle of anterior abdominal wall	FJ1452
FMA85453	head of muscle organ	FJ1512
FMA67135	anatomical structure	FJ1442
FMA52748	mandible	FJ3289
FMA61775	physical anatomical entity	FJ3365
FMA67498	organ	FJ3210
FMA50331	branch of callosomarginal artery	FJ1697M
FMA16036	intervertebral disk of fourth lumbar vertebra	FJ3216
FMA67165	material anatomical entity	FJ2152
FMA67135	anatomical structure	FJ3170
FMA67135	anatomical structure	FJ1598
FMA62955	anatomical entity	FJ2453
FMA68208	pulmonary segment of bronchial tree	FJ2501
FMA61775	physical anatomical entity	FJ3279
FMA55671	cavitated organ	FJ3176
FMA61775	physical anatomical entity	FJ3159
FMA5018	bone organ	FJ3273
FMA55671	cavitated organ	FJ3260
FMA50720	artery	FJ2973
FMA61775	physical anatomical entity	FJ1436M
FMA10474	zone of muscle organ	FJ1441
FMA67135	anatomical structure	FJ1512M
FMA67619	organ region	FJ2320
FMA61775	physical anatomical entity	FJ3146
FMA22357	semitendinosus	FJ1436M
FMA55673	organ with cavitated organ parts	FJ3174
FMA37683	long head of biceps brachii	FJ1478
FMA67165	material anatomical entity	FJ3178
FMA61775	physical anatomical entity	FJ1403M
FMA67165	material anatomical entity	FJ3347
FMA67165	material anatomical entity	FJ2122
FMA55268	organ zone	FJ1513
FMA22967	median antebrachial vein	FJ2286
FMA5018	bone organ	FJ3170
FMA55665	nonparenchymatous organ	FJ1436M
FMA82472	cardinal organ part	FJ1442M
FMA10474	zone of muscle organ	FJ1446
FMA7594	false rib	FJ3348
FMA62955	anatomical entity	FJ3392
FMA55670	solid organ	FJ1574
FMA10483	zone of bone organ	FJ3290
FMA5018	bone organ	FJ3234
FMA67165	material anatomical entity	FJ3233
FMA82472	cardinal organ part	FJ1395
FMA61775	physical anatomical entity	FJ1691M
FMA23464	right radius	FJ3349
FMA50722	region of vascular tree organ	FJ2643
FMA55673	organ with cavitated organ parts	FJ3175
FMA43882	gracilis	FJ1421
FMA83929	white matter of neuraxis	FJ1809
FMA61775	physical anatomical entity	FJ3571
FMA82472	cardinal organ part	FJ2515
FMA66464	systemic artery	FJ2309
FMA67498	organ	FJ3160
FMA5022	muscle organ	FJ1399
FMA22471	muscle of leg	FJ1437
FMA61775	physical anatomical entity	FJ3228
FMA55671	cavitated organ	FJ3156
FMA67135	anatomical structure	FJ3157
FMA9187	second thoracic vertebra	FJ3160
FMA8229	right seventh rib	FJ3346
FMA67135	anatomical structure	FJ1443
FMA22845	branch of superficial palmar arterial arch	FJ2345
FMA55665	nonparenchymatous organ	FJ3212
FMA67165	material anatomical entity	FJ1452M
FMA85453	head of muscle organ	FJ1447M
FMA67135	anatomical structure	FJ3332
FMA9622	muscle of lower limb	FJ1419M
FMA67165	material anatomical entity	FJ3212
FMA71903	subdivision of hepatic portal vein	FJ3111
FMA23463	radius	FJ3349
FMA37367	muscle of pelvic girdle	FJ1418M
FMA55670	solid organ	FJ1460
FMA86140	organ segment	FJ3580
FMA67135	anatomical structure	FJ3371
FMA50723	vein	FJ1986
FMA55673	organ with cavitated organ parts	FJ3262
FMA7857	right first rib	FJ3334
FMA67135	anatomical structure	FJ1376
FMA67165	material anatomical entity	FJ3204
FMA7594	false rib	FJ3236
FMA61775	physical anatomical entity	FJ1287
FMA55665	nonparenchymatous organ	FJ1436
FMA67165	material anatomical entity	FJ3378
FMA55665	nonparenchymatous organ	FJ3207
FMA5022	muscle organ	FJ1495
FMA34681	clavicular part of left deltoid	FJ1468M
FMA67498	organ	FJ3392
FMA55673	organ with cavitated organ parts	FJ3265
FMA67165	material anatomical entity	FJ3595
FMA67165	material anatomical entity	FJ3366
FMA55673	organ with cavitated organ parts	FJ3309
FMA62955	anatomical entity	FJ3233
FMA67165	material anatomical entity	FJ3525
FMA86188	segment of venous tree organ	FJ1893
FMA22471	muscle of leg	FJ1429M
FMA61775	physical anatomical entity	FJ2143
FMA67135	anatomical structure	FJ1569
FMA67165	material anatomical entity	FJ3234
FMA61775	physical anatomical entity	FJ3262
FMA86140	organ segment	FJ1784
FMA62955	anatomical entity	FJ1439M
FMA31739	segment of bronchial tree	FJ2475
FMA83143	cell part cluster of neuraxis	FJ1734
FMA70399	subdivision of costocervical artery	FJ1935
FMA5022	muscle organ	FJ1487
FMA8418	tenth rib	FJ3225
FMA50720	artery	FJ1933
FMA9914	vertebra	FJ3172
FMA55673	organ with cavitated organ parts	FJ3159
FMA3845	septal branch of right posterior interventricular artery	FJ2735
FMA61775	physical anatomical entity	FJ2628
FMA67498	organ	FJ1436M
FMA67619	organ region	FJ3499
FMA52734	frontal bone	FJ3200
FMA10446	intervertebral disk	FJ3208
FMA67165	material anatomical entity	FJ3368
FMA61775	physical anatomical entity	FJ2668
FMA61775	physical anatomical entity	FJ1521
FMA61775	physical anatomical entity	FJ3274
FMA55671	cavitated organ	FJ3340
FMA22429	zone of quadriceps femoris	FJ1433
FMA61775	physical anatomical entity	FJ1693M
FMA38488	muscle of posterior compartment of forearm	FJ1487
FMA7574	rib	FJ3225
FMA61775	physical anatomical entity	FJ1554
FMA55670	solid organ	FJ3203
FMA61775	physical anatomical entity	FJ3166
FMA70345	subdivision of subclavian artery	FJ2277
FMA67165	material anatomical entity	FJ1459
FMA55673	organ with cavitated organ parts	FJ3394
FMA67135	anatomical structure	FJ1394
FMA52740	ethmoid	FJ3199
FMA67396	articular disk of symphysis	FJ3204
FMA67498	organ	FJ3215
FMA5022	muscle organ	FJ1439
FMA34679	spinal part of deltoid	FJ1513
FMA23130	right humerus	FJ3368
FMA13895	intervertebral disk of cervical vertebra	FJ3219
FMA11195	segment of neural tree organ	FJ1364
FMA61997	segment of midbrain	FJ1779
FMA86256	segment of arterial trunk	FJ3413
FMA61775	physical anatomical entity	FJ2784
FMA32559	superficial postvertebral muscle	FJ1543M
FMA67165	material anatomical entity	FJ2196
FMA62955	anatomical entity	FJ3338
FMA10446	intervertebral disk	FJ3205
FMA3818	marginal branch of right coronary artery	FJ2674
FMA9621	muscle of upper limb	FJ1485M
FMA55673	organ with cavitated organ parts	FJ3336
FMA62955	anatomical entity	FJ3391
FMA61775	physical anatomical entity	FJ3330
FMA9711	maxilla	FJ3375
FMA85453	head of muscle organ	FJ1478
FMA61775	physical anatomical entity	FJ3331
FMA67165	material anatomical entity	FJ3269
FMA8755	segmental pulmonary artery	FJ2898
FMA32515	postvertebral muscle	FJ1526
FMA61775	physical anatomical entity	FJ3379
FMA86187	segment of arterial tree organ	FJ1671
FMA67498	organ	FJ3289
FMA7474	long bone	FJ3348
FMA55671	cavitated organ	FJ3293
FMA7574	rib	FJ3226
FMA67135	anatomical structure	FJ1459M
FMA25624	skeletal ligament	FJ1405
FMA67619	organ region	FJ1467
FMA67135	anatomical structure	FJ3331
FMA34676	zone of deltoid	FJ1467M
FMA61775	physical anatomical entity	FJ1452M
FMA55671	cavitated organ	FJ3235
FMA7596	atypical rib	FJ3336
FMA7477	irregular bone	FJ3393
FMA13072	first lumbar vertebra	FJ3157
FMA61775	physical anatomical entity	FJ3102
FMA62955	anatomical entity	FJ1459M
FMA38932	right vastus medialis	FJ1443
FMA7477	irregular bone	FJ3172
FMA67165	material anatomical entity	FJ3387
FMA67498	organ	FJ3154
FMA67498	organ	FJ3214
FMA55706	right lower second secondary molar tooth	FJ1270
FMA67165	material anatomical entity	FJ3063
FMA70345	subdivision of subclavian artery	FJ2275
FMA62955	anatomical entity	FJ3384
FMA9622	muscle of lower limb	FJ1439
FMA82472	cardinal organ part	FJ2511
FMA9914	vertebra	FJ3155
FMA67165	material anatomical entity	FJ3448
FMA13894	intervertebral disk of lumbar vertebra	FJ3216
FMA67165	material anatomical entity	FJ2963
FMA7592	true rib	FJ3230
FMA62434	cingulate gyrus	FJ1739
FMA7476	flat bone	FJ3380
FMA67135	anatomical structure	FJ1444
FMA67165	material anatomical entity	FJ3275
FMA5022	muscle organ	FJ1437
FMA86140	organ segment	FJ3603
FMA32532	right rectus capitis posterior minor	FJ1590
FMA34686	zone of pectoralis major	FJ1446
FMA61775	physical anatomical entity	FJ1504M
FMA67165	material anatomical entity	FJ3379
FMA50722	region of vascular tree organ	FJ1686M
FMA61775	physical anatomical entity	FJ3525
FMA67619	organ region	FJ2294
FMA62955	anatomical entity	FJ1520M
FMA62955	anatomical entity	FJ3379
FMA9621	muscle of upper limb	FJ1517
FMA67135	anatomical structure	FJ3167
FMA82472	cardinal organ part	FJ1397M
FMA8531	right eleventh rib	FJ3331
FMA67498	organ	FJ1417
FMA67165	material anatomical entity	FJ3391
FMA67619	organ region	FJ1554
FMA86187	segment of arterial tree organ	FJ1673
FMA50722	region of vascular tree organ	FJ3005
FMA33585	transverse part of left trapezius	FJ1554M
FMA67165	material anatomical entity	FJ1446
FMA67165	material anatomical entity	FJ3154
FMA67135	anatomical structure	FJ2060
FMA62955	anatomical entity	FJ3208
FMA62955	anatomical entity	FJ1487M
FMA7474	long bone	FJ3391
FMA55671	cavitated organ	FJ3277
FMA62955	anatomical entity	FJ1804
FMA82472	cardinal organ part	FJ1447M
FMA13899	intervertebral disk of sixth cervical vertebra	FJ3220
FMA7477	irregular bone	FJ3167
FMA67498	organ	FJ3381
FMA16980	zone of jejunum	FJ2615
FMA44489	plantar venous arch of foot	FJ2128
FMA53648	left nasal bone	FJ3272
FMA62955	anatomical entity	FJ3331
FMA67165	material anatomical entity	FJ3208
FMA37686	long head of right biceps brachii	FJ1478
FMA55671	cavitated organ	FJ3381
FMA61775	physical anatomical entity	FJ2348
FMA61775	physical anatomical entity	FJ3213
FMA82472	cardinal organ part	FJ1513M
FMA61775	physical anatomical entity	FJ1282
FMA67165	material anatomical entity	FJ3314
FMA5018	bone organ	FJ3279
FMA82472	cardinal organ part	FJ1478M
FMA67498	organ	FJ3157
FMA62955	anatomical entity	FJ1418M
FMA55673	organ with cavitated organ parts	FJ3247
FMA62955	anatomical entity	FJ3163
FMA7592	true rib	FJ3233
FMA67498	organ	FJ3275
FMA9914	vertebra	FJ3160
FMA55672	organ with organ cavity	FJ1258
FMA62955	anatomical entity	FJ2137
FMA7574	rib	FJ3330
FMA50563	branch of pontine artery	FJ1689M
FMA82472	cardinal organ part	FJ3592
FMA67396	articular disk of symphysis	FJ3206
FMA5018	bone organ	FJ3162
FMA67498	organ	FJ3348
FMA82472	cardinal organ part	FJ1446
FMA61775	physical anatomical entity	FJ1597
FMA52788	right parietal bone	FJ3380
FMA61775	physical anatomical entity	FJ3344
FMA55107	cartilage organ	FJ3218
FMA55673	organ with cavitated organ parts	FJ3281
FMA67619	organ region	FJ2614
FMA55671	cavitated organ	FJ3288
FMA5018	bone organ	FJ3393
FMA223151	internal gray matter component	FJ1823
FMA55673	organ with cavitated organ parts	FJ3328
FMA61775	physical anatomical entity	FJ3223
FMA67165	material anatomical entity	FJ3290
FMA86140	organ segment	FJ2976
FMA50722	region of vascular tree organ	FJ2939
FMA24479	fibula	FJ3260
FMA82472	cardinal organ part	FJ1692
FMA62374	segment of telencephalon	FJ1798
FMA67498	organ	FJ3286
FMA67165	material anatomical entity	FJ1512M
FMA67135	anatomical structure	FJ1477M
FMA55673	organ with cavitated organ parts	FJ3155
FMA228667	set of organ parts	FJ2228
FMA67165	material anatomical entity	FJ1441
FMA22837	left superficial palmar arterial arch	FJ2248
FMA9611	femur	FJ3259
FMA55671	cavitated organ	FJ3344
FMA67165	material anatomical entity	FJ3171
FMA62955	anatomical entity	FJ3428
FMA55671	cavitated organ	FJ3158
FMA13335	external oblique	FJ1452
FMA7478	pneumatized bone	FJ3386
FMA32556	transverse part of trapezius	FJ1554
FMA82472	cardinal organ part	FJ1657
FMA22427	muscle of posterior compartment of thigh	FJ1436M
FMA86187	segment of arterial tree organ	FJ3473
FMA86140	organ segment	FJ1772
FMA67165	material anatomical entity	FJ1395M
FMA70504	subdivision of common carotid artery	FJ1695M
FMA22930	tributary of subclavian vein	FJ2234
FMA61775	physical anatomical entity	FJ2931
FMA49443	anatomical cluster	FJ1816M
FMA61775	physical anatomical entity	FJ3281
FMA7477	irregular bone	FJ3159
FMA67135	anatomical structure	FJ1853
FMA53656	left palatine bone	FJ3273
FMA67135	anatomical structure	FJ3220
FMA67165	material anatomical entity	FJ3520
FMA9413	subsegmental pulmonary vein	FJ3053
FMA61775	physical anatomical entity	FJ1480M
FMA67165	material anatomical entity	FJ1447
FMA55670	solid organ	FJ1459
FMA67165	material anatomical entity	FJ1480
FMA61775	physical anatomical entity	FJ3222
FMA55665	nonparenchymatous organ	FJ1403
FMA67498	organ	FJ3147
FMA61775	physical anatomical entity	FJ1675M
FMA55673	organ with cavitated organ parts	FJ3176
FMA82472	cardinal organ part	FJ2349
FMA13507	intervertebral disk of tenth thoracic vertebra	FJ3209
FMA5018	bone organ	FJ3158
FMA32515	postvertebral muscle	FJ1522
FMA67135	anatomical structure	FJ3199
FMA62955	anatomical entity	FJ1403M
FMA8532	left eleventh rib	FJ3226
FMA8148	left fourth rib	FJ3231
FMA55670	solid organ	FJ1796
FMA67135	anatomical structure	FJ1679
FMA67498	organ	FJ3219
FMA82472	cardinal organ part	FJ2920
FMA67165	material anatomical entity	FJ2068
FMA67498	organ	FJ1439
FMA55673	organ with cavitated organ parts	FJ3274
FMA10474	zone of muscle organ	FJ1554M
FMA67165	material anatomical entity	FJ1421
FMA13895	intervertebral disk of cervical vertebra	FJ3221
FMA62955	anatomical entity	FJ2910
FMA67165	material anatomical entity	FJ1480M
FMA55673	organ with cavitated organ parts	FJ3340
FMA67135	anatomical structure	FJ3468
FMA7476	flat bone	FJ3200
FMA62955	anatomical entity	FJ2784
FMA7474	long bone	FJ3351
FMA7477	irregular bone	FJ3287
FMA67165	material anatomical entity	FJ1410
FMA62955	anatomical entity	FJ3213
FMA55671	cavitated organ	FJ3379
FMA10474	zone of muscle organ	FJ1441M
FMA67498	organ	FJ3174
FMA7477	irregular bone	FJ3168
FMA22314	gluteus maximus	FJ1418M
FMA49893	coronary artery	FJ2735
FMA9139	thoracic vertebra	FJ3156
FMA50720	artery	FJ1722
FMA62955	anatomical entity	FJ1261
FMA67135	anatomical structure	FJ3248
FMA86140	organ segment	FJ2353
FMA67135	anatomical structure	FJ3259
FMA37367	muscle of pelvic girdle	FJ1418
FMA67135	anatomical structure	FJ3202
FMA67498	organ	FJ3368
FMA10446	intervertebral disk	FJ3222
FMA70488	posterior division of renal artery	FJ3473
FMA61775	physical anatomical entity	FJ1439
FMA9139	thoracic vertebra	FJ3158
FMA38935	left vastus intermedius	FJ1441M
FMA67498	organ	FJ3346
FMA5022	muscle organ	FJ1459M
FMA55107	cartilage organ	FJ3209
FMA55665	nonparenchymatous organ	FJ1487
FMA5018	bone organ	FJ3166
FMA55676	segment of brain	FJ1748
FMA67135	anatomical structure	FJ3056
FMA66644	systemic vein	FJ3580
FMA67165	material anatomical entity	FJ3330
FMA78562	set of organ regions	FJ2205
FMA5018	bone organ	FJ3288
FMA7593	typical rib	FJ3234
FMA22359	left semitendinosus	FJ1436M
FMA9914	vertebra	FJ3166
FMA67135	anatomical structure	FJ3277
FMA86140	organ segment	FJ2443
FMA5041	right second posterior intercostal artery	FJ1950
FMA45889	long head of left biceps femoris	FJ1395M
FMA55661	parenchymatous organ	FJ1299
FMA9621	muscle of upper limb	FJ1466
FMA61775	physical anatomical entity	FJ3161
FMA82472	cardinal organ part	FJ2566
FMA86140	organ segment	FJ1728
FMA7574	rib	FJ3344
FMA67135	anatomical structure	FJ1403M
FMA82472	cardinal organ part	FJ2930
FMA55671	cavitated organ	FJ3169
FMA65539	subdivision of parasympathetic nervous system	FJ1370
FMA55671	cavitated organ	FJ3236
FMA37694	lateral head of triceps brachii	FJ1477
FMA61775	physical anatomical entity	FJ3289
FMA37368	muscle of free lower limb	FJ1437
FMA13495	intervertebral disk of second thoracic vertebra	FJ3223
FMA9914	vertebra	FJ3158
FMA5018	bone organ	FJ3334
FMA67165	material anatomical entity	FJ2620
FMA7477	irregular bone	FJ3155
FMA67135	anatomical structure	FJ2766
FMA67619	organ region	FJ1479
FMA55665	nonparenchymatous organ	FJ1439M
FMA67135	anatomical structure	FJ3279
FMA62955	anatomical entity	FJ3493
FMA86140	organ segment	FJ2354
FMA55107	cartilage organ	FJ3213
FMA61775	physical anatomical entity	FJ3273
FMA67135	anatomical structure	FJ2426
FMA55268	organ zone	FJ1512
FMA55671	cavitated organ	FJ3233
FMA67165	material anatomical entity	FJ1436M
FMA7486	manubrium	FJ3290
FMA62955	anatomical entity	FJ2606
FMA55673	organ with cavitated organ parts	FJ3346
FMA62955	anatomical entity	FJ3170
FMA13073	second lumbar vertebra	FJ3159
FMA9165	first thoracic vertebra	FJ3158
FMA61775	physical anatomical entity	FJ3282
FMA32558	musculature	FJ1463
FMA67498	organ	FJ3232
FMA86140	organ segment	FJ2701
FMA66327	branch of right coronary artery	FJ2736
FMA62080	stria medullaris of thalamus	FJ1777
FMA61775	physical anatomical entity	FJ3094
FMA13341	sternohyoid	FJ1596
FMA9622	muscle of lower limb	FJ1413
FMA67619	organ region	FJ3603
FMA7477	irregular bone	FJ3281
FMA32518	deep extrinsic muscle of shoulder	FJ1459M
FMA5018	bone organ	FJ3277
FMA55665	nonparenchymatous organ	FJ3209
FMA61775	physical anatomical entity	FJ1467M
FMA10474	zone of muscle organ	FJ1433
FMA62955	anatomical entity	FJ3346
FMA34691	clavicular part of left pectoralis major	FJ1447M
FMA61775	physical anatomical entity	FJ1459
FMA61775	physical anatomical entity	FJ2613
FMA86140	organ segment	FJ3654
FMA7574	rib	FJ3342
FMA67498	organ	FJ3334
FMA7574	rib	FJ3348
FMA55670	solid organ	FJ3219
FMA5018	bone organ	FJ3286
FMA61775	physical anatomical entity	FJ3387
FMA62955	anatomical entity	FJ3311
FMA9139	thoracic vertebra	FJ3174
FMA9710	vomer	FJ3395
FMA82472	cardinal organ part	FJ1423
FMA7474	long bone	FJ3387
FMA59541	right lacrimal lake	FJ1352
FMA5022	muscle organ	FJ1389
FMA33531	muscle of shoulder	FJ1459M
FMA82472	cardinal organ part	FJ2224
FMA13323	left clavicle	FJ3237
FMA7474	long bone	FJ3330
FMA67165	material anatomical entity	FJ2464
FMA67165	material anatomical entity	FJ3206
FMA67242	gray matter of neuraxis	FJ1753
FMA22561	left plantaris	FJ1429M
FMA62955	anatomical entity	FJ1478
FMA67135	anatomical structure	FJ3226
FMA13399	left serratus anterior	FJ1459M
FMA67396	articular disk of symphysis	FJ3218
FMA8533	right twelfth rib	FJ3332
FMA62955	anatomical entity	FJ3166
FMA73414	left stria medullaris of thalamus	FJ1777
FMA55671	cavitated organ	FJ3362
FMA7476	flat bone	FJ3274
FMA63103	pancreatic duct tree	FJ2630
FMA67165	material anatomical entity	FJ3336
FMA67498	organ	FJ3282
FMA67165	material anatomical entity	FJ3282
FMA55670	solid organ	FJ3210
FMA9914	vertebra	FJ3173
FMA61775	physical anatomical entity	FJ2013
FMA62955	anatomical entity	FJ3557
FMA67165	material anatomical entity	FJ3164
FMA67135	anatomical structure	FJ1443M
FMA67498	organ	FJ3234
FMA7474	long bone	FJ3365
FMA62955	anatomical entity	FJ3380
FMA67135	anatomical structure	FJ1414
FMA61775	physical anatomical entity	FJ2227
FMA86140	organ segment	FJ1704M
FMA61775	physical anatomical entity	FJ1755
FMA37479	first lumbrical of foot	FJ1383M
FMA86188	segment of venous tree organ	FJ2165
FMA67165	material anatomical entity	FJ3058
FMA12224	segment of tracheobronchial tree	FJ2497
FMA67135	anatomical structure	FJ1528M
FMA78048	subdivision of superior vena caval tree	FJ2220
FMA55671	cavitated organ	FJ3161
FMA55673	organ with cavitated organ parts	FJ3170
FMA55268	organ zone	FJ1433
FMA9622	muscle of lower limb	FJ1418M
FMA7477	irregular bone	FJ3175
FMA55673	organ with cavitated organ parts	FJ3380
FMA9622	muscle of lower limb	FJ1436
FMA71866	segmental tributary of left hepatic biliary tree	FJ3090
FMA10446	intervertebral disk	FJ3214
FMA67165	material anatomical entity	FJ3174
FMA62955	anatomical entity	FJ1419
FMA12525	seventh cervical vertebra	FJ3172
FMA62955	anatomical entity	FJ1395
FMA82472	cardinal organ part	FJ1664M
FMA82472	cardinal organ part	FJ3533
FMA50722	region of vascular tree organ	FJ3482
FMA67135	anatomical structure	FJ1578
FMA67165	material anatomical entity	FJ1554
FMA5022	muscle organ	FJ1452M
FMA8755	segmental pulmonary artery	FJ2915
FMA82472	cardinal organ part	FJ2499
FMA82472	cardinal organ part	FJ2966
FMA62955	anatomical entity	FJ3229
FMA67396	articular disk of symphysis	FJ3207
FMA13897	intervertebral disk of fourth cervical vertebra	FJ3218
FMA62955	anatomical entity	FJ3620
FMA50720	artery	FJ2716
FMA67165	material anatomical entity	FJ1513
FMA45729	head of organ	FJ1447
FMA61775	physical anatomical entity	FJ1394M
FMA62514	basal ganglion of telencephalon	FJ1753
FMA61775	physical anatomical entity	FJ1671
FMA7474	long bone	FJ3366
FMA61775	physical anatomical entity	FJ1433
FMA22430	rectus femoris	FJ1433M
FMA7592	true rib	FJ3338
FMA67165	material anatomical entity	FJ1487
FMA83860	peduncle of neuraxis	FJ1774
FMA55670	solid organ	FJ1452
FMA16585	hip bone	FJ3288
FMA62955	anatomical entity	FJ1288
FMA16981	proximal part of jejunum	FJ2625
FMA67135	anatomical structure	FJ2605
FMA55671	cavitated organ	FJ3200
FMA67165	material anatomical entity	FJ3309
FMA55268	organ zone	FJ1447
FMA61775	physical anatomical entity	FJ3209
FMA62955	anatomical entity	FJ1444M
FMA67165	material anatomical entity	FJ3232
FMA33581	ascending part of right trapezius	FJ1520
FMA55268	organ zone	FJ1520M
FMA34687	clavicular part of pectoralis major	FJ1447
FMA55107	cartilage organ	FJ3224
FMA67619	organ region	FJ3110
FMA7592	true rib	FJ3342
FMA55670	solid organ	FJ1403
FMA55665	nonparenchymatous organ	FJ1487M
FMA61775	physical anatomical entity	FJ1468M
FMA7474	long bone	FJ3277
FMA55671	cavitated organ	FJ3371
FMA62955	anatomical entity	FJ3214
FMA61775	physical anatomical entity	FJ1513M
FMA5018	bone organ	FJ3177
FMA45875	abdominal part of left pectoralis major	FJ1446M
FMA67165	material anatomical entity	FJ1512
FMA82472	cardinal organ part	FJ1554M
FMA67498	organ	FJ3183
FMA67135	anatomical structure	FJ3217
FMA83115	cell part cluster	FJ1743
FMA67135	anatomical structure	FJ3225
FMA67165	material anatomical entity	FJ3213
FMA86140	organ segment	FJ2730
FMA85453	head of muscle organ	FJ1444
FMA13505	intervertebral disk of eighth thoracic vertebra	FJ3207
FMA83143	cell part cluster of neuraxis	FJ1751
FMA67619	organ region	FJ2193
FMA55107	cartilage organ	FJ3210
FMA62955	anatomical entity	FJ3215
FMA67135	anatomical structure	FJ3206
FMA67135	anatomical structure	FJ3236
FMA82472	cardinal organ part	FJ3625
FMA9711	maxilla	FJ3269
FMA22357	semitendinosus	FJ1436
FMA67165	material anatomical entity	FJ3397
FMA55673	organ with cavitated organ parts	FJ3338
FMA67135	anatomical structure	FJ3161
FMA7594	false rib	FJ3331
FMA85453	head of muscle organ	FJ1394
FMA61775	physical anatomical entity	FJ3381
FMA34684	spinal part of right deltoid	FJ1513
FMA67498	organ	FJ3171
FMA76264	intracranial branch of vertebral artery	FJ1705M
FMA71868	anterior inferior tributary of right hepatic biliary tree	FJ3072
FMA86187	segment of arterial tree organ	FJ1916
FMA67135	anatomical structure	FJ3392
FMA5018	bone organ	FJ3340
FMA55268	organ zone	FJ1554M
FMA67165	material anatomical entity	FJ3337
FMA62955	anatomical entity	FJ3161
FMA5018	bone organ	FJ3237
FMA61775	physical anatomical entity	FJ3158
FMA61775	physical anatomical entity	FJ1396M
FMA7592	true rib	FJ3229
FMA82472	cardinal organ part	FJ3515
FMA7593	typical rib	FJ3232
FMA67135	anatomical structure	FJ3178
FMA67498	organ	FJ3288
FMA22937	tributary of brachial vein	FJ2296
FMA62955	anatomical entity	FJ2790
FMA22429	zone of quadriceps femoris	FJ1443
FMA61775	physical anatomical entity	FJ3217
FMA52746	palatine bone	FJ3379
FMA86187	segment of arterial tree organ	FJ2162
FMA86140	organ segment	FJ2709
FMA10474	zone of muscle organ	FJ1446M
FMA67135	anatomical structure	FJ1442M
FMA82472	cardinal organ part	FJ1668
FMA85453	head of muscle organ	FJ1479
FMA62955	anatomical entity	FJ1554M
FMA55268	organ zone	FJ1443M
FMA31739	segment of bronchial tree	FJ2449
FMA66643	pulmonary vein	FJ3062
FMA55670	solid organ	FJ1426
FMA7591	costal cartilage	FJ3345
FMA86187	segment of arterial tree organ	FJ1662M
